price,pv,load,lambda,t
320.011,0.5422645,138.76945,-6.083942,74.776825
21.008112,1.2630877,-285.63336,2.924694,-39.10915
236.77443,0.2315755,254.98581,40.705166,-31.11832
271.07245,-0.7648905,51.477028,-11.607436,-216.52194
-33.52888,0.6333291,-93.10872,10.784646,226.64027
-25.242102,0.4767713,16.607517,7.8296247,-60.548744
350.06628,-0.6353152,249.03474,18.31147,133.83397
28.48012,0.41130713,-81.50235,36.52127,182.64229
96.5056,1.0862141,449.53012,2.1641693,33.90483
-180.33237,-0.27962208,-164.6016,-21.26122,61.87703
198.0935,3.6980283,150.86555,20.567919,-100.383995
-6.112691,0.46196884,-64.39043,21.772999,116.90853
-303.7311,-0.21067904,-87.48745,27.653084,27.391335
139.48688,0.25035363,23.56051,-9.130238,38.04522
19.870472,0.23978376,-263.37277,-8.336091,83.45778
316.32007,-0.53765064,63.997883,22.219202,-99.029594
64.864624,-0.62561417,92.974785,36.735416,88.60673
163.72551,0.1036858,-172.07053,-4.829096,-111.04153
287.10712,0.35405266,-11.370304,-26.682383,-134.79233
55.991623,-0.54334277,108.99258,5.692315,-38.66076
175.76936,0.64570427,-159.46397,21.662563,8.187981
122.98604,2.9365335,50.675045,27.559515,64.47041
202.98367,-0.8817136,-36.601177,-8.664173,33.92944
57.952602,-1.3536181,207.93166,27.47368,-204.47281
141.05171,0.5284228,18.825617,-0.17921448,172.7052
12.30285,-1.8254231,-0.29630873,1.2554874,-143.52356
-48.432144,0.6564727,-55.073914,-7.034156,156.57582
15.135626,-0.8090269,409.9157,-4.2802863,-213.35175
16.91005,-0.66562563,-70.489456,7.921619,160.28326
204.9625,-0.15429893,207.92645,-11.7121105,77.29999
182.08037,-0.24449791,160.76802,-9.676,118.027565
-96.18924,0.78050816,229.71184,30.744299,12.807332
-107.19796,0.41402867,-99.82051,10.7618885,125.176414
-54.512257,0.90607905,-41.78703,8.770626,42.567993
-136.10149,-0.75500995,-59.23129,-2.6216717,49.56907
-115.21835,0.7915678,165.41379,9.74523,-173.10083
-164.10732,0.99041164,24.435778,-2.5066092,17.49204
27.313894,-0.079516605,338.98105,28.738808,-62.06046
173.17033,0.38188243,-65.39627,13.336703,-9.84865
405.5801,1.7499079,86.53826,8.651743,-60.663284
79.329094,1.0216316,-52.470535,-21.760971,226.84706
130.76901,0.39518782,20.810698,11.535541,126.4627
71.73721,-0.30707493,84.48902,-15.055613,40.76062
142.22716,-1.8060657,-104.84414,-1.1785171,227.45644
-84.185295,-1.3915433,159.78537,35.186134,120.30553
-70.785385,0.15628222,-305.42053,14.760038,138.21646
360.55017,-0.230628,136.33772,22.058876,92.360725
8.67476,2.3171446,105.290504,24.235065,41.160885
-135.83926,1.4339598,208.29977,44.2201,46.9114
-7.1241136,-0.9583348,-208.88782,20.455082,41.153637
120.85139,1.4143319,-184.52972,5.620351,-104.01439
-232.71861,0.45471224,-148.42337,-0.94160646,66.60833
77.48445,-0.06546967,-16.948399,15.380177,165.27602
82.448906,1.9164014,-57.583023,-6.232075,-91.451866
169.20197,0.9923063,-59.19391,9.496727,119.93968
-85.52881,1.6664083,-140.26929,16.589813,63.13795
314.74265,1.0266494,188.40025,-10.370875,18.437866
157.17426,0.73510367,184.67574,-18.626171,12.652553
-369.68427,0.31692606,190.93471,-14.68943,61.18433
193.53543,-0.87195975,-55.687767,16.216404,196.3007
58.876244,0.37249497,220.00941,8.5370245,32.801933
215.9427,0.19422764,-158.87045,-12.972459,161.36168
-104.41237,0.15464589,102.53747,26.940046,108.018555
83.40024,-2.3693693,327.62698,27.817091,-83.31515
116.43971,1.6713341,108.58683,27.922285,219.8938
428.44138,0.22016558,59.33087,19.780659,162.29582
55.394035,-0.684708,-86.81466,7.009211,-203.71335
252.36295,-0.4506129,202.2594,0.79428166,-20.179321
66.511604,-0.1929337,93.44006,-20.739521,-56.29846
-162.58076,-0.25691617,288.48538,28.701664,217.27194
76.599655,1.5826629,38.895336,12.489827,127.01329
91.20567,0.44915935,68.286476,10.423089,5.534467
-212.92262,0.63562083,155.90053,10.3861,191.69582
61.883083,0.09963656,196.67796,17.361734,70.03054
7.126527,2.4883118,202.06953,19.646576,59.976727
148.67361,0.286975,-61.750362,14.052168,-5.6535344
164.40999,0.063744746,206.28387,-5.9305806,215.71745
66.858765,0.33974162,81.65815,19.646881,235.02255
20.562151,1.6414663,90.14982,-19.895231,72.102234
77.21624,-0.16310301,-19.478245,-12.604257,135.73264
134.94756,-1.9347721,60.21739,18.635485,47.47408
1.1925398,0.77777565,5.7015758,30.806007,45.68973
281.1981,0.40260446,294.42566,13.658327,144.62656
191.78676,2.2262359,119.42432,7.515237,37.974
254.66194,1.502624,-18.677153,22.272049,182.1228
452.12555,0.2583964,141.23044,-6.048049,38.877922
65.81841,0.567303,247.47197,-12.452954,26.416862
415.6846,2.1461282,349.09116,4.7834377,58.95136
58.350212,0.589384,-51.363384,-33.158726,200.72334
311.45654,-1.2749964,165.3088,22.01947,256.77417
-70.30037,-0.8693136,-69.47276,27.418232,-97.28768
4.1348267,1.3409047,-18.621174,-3.7599797,133.98767
63.756992,-0.33509925,75.15855,9.670915,-63.925926
-45.030113,0.8755495,28.685974,11.5855255,69.45138
11.864164,2.352197,279.98288,-4.7917595,315.0089
301.21713,0.12295201,-247.29591,6.4909487,77.03214
-146.93842,0.8744421,-132.85048,-26.356155,51.931145
-91.426285,-1.304847,70.390686,16.51957,78.8237
-147.73714,1.9311997,-110.754974,1.061558,-118.48337
140.46524,0.48665613,-79.94148,24.123386,139.8547
251.7298,-0.23170567,189.0587,32.43406,77.7292
114.056564,-1.1186352,43.52616,16.612888,-64.99233
-105.719574,1.1105723,142.81514,16.709808,-69.910934
144.3013,0.30869588,-86.72134,-5.6266985,-108.59995
36.001682,1.2957289,-29.285927,-28.074614,4.2892795
137.52626,0.551495,-29.074186,18.187134,-17.118195
180.7939,-0.7611863,42.518013,-5.31306,-176.03868
294.41162,1.3118993,181.26828,5.819935,-158.92184
-39.97069,-0.15421712,-12.902035,8.675717,240.86504
-7.097123,-0.8876408,126.00425,-5.289923,289.09604
95.91893,1.434381,-70.90759,49.04641,-116.98068
359.1727,0.6864913,144.4282,-4.889558,10.647816
1.3792046,0.38207817,110.589195,21.024937,2.0865898
-38.541294,0.79644036,184.23982,-7.321929,90.38559
-213.52429,-1.6473804,-96.10621,19.180145,-53.023903
-94.73958,-0.5422104,184.76851,-20.137611,113.88141
51.53715,1.7752014,67.32941,45.46714,299.06696
414.44897,0.4652251,60.10225,10.782526,127.07379
50.70323,-0.3174004,45.896496,13.809691,185.7724
175.01247,0.9805952,22.015705,27.686594,56.351482
99.65922,1.5696416,-66.902016,25.583456,84.90654
24.327005,0.32702565,183.6467,46.3719,15.299531
60.19311,0.3874768,161.32838,-2.1247566,4.25351
-134.34218,0.7604323,187.50688,-22.802467,142.73183
86.26102,-0.6274756,6.819522,10.967082,-109.21931
170.94531,1.1272308,-98.14885,-10.940314,220.99194
83.17045,-1.7011847,-129.31569,0.5416341,138.70857
148.91724,-0.69809836,198.57056,1.8872644,-115.822205
130.74759,-0.11729252,232.57149,14.847143,207.55074
-153.97878,2.0071263,37.476814,12.942936,-61.02901
128.02042,-0.7528675,199.88757,-11.1174,89.65605
69.147255,0.9645724,57.5704,6.932088,240.08058
163.47731,2.3271286,-97.351585,-9.517489,-116.55397
-58.60363,0.9669524,446.90353,27.944853,-46.44075
-36.752193,1.6786453,49.48242,-16.448666,29.076313
137.8253,1.5668987,178.27669,7.8550377,125.01523
-37.8732,1.0721269,120.69968,-40.24174,14.583334
-18.960981,-1.0070889,72.66712,10.888248,-142.2548
8.016936,0.3664256,224.1671,-12.748271,-40.99653
133.06679,1.3751653,89.110405,19.282738,-127.69031
382.69183,-2.300012,-60.902233,2.0080738,146.76443
304.02158,1.3203584,131.29698,28.793179,92.911354
-121.152306,0.4842992,221.61424,32.905624,90.39903
161.13182,0.13196793,-113.55284,14.522052,-63.234383
-111.55182,1.3073853,-77.63229,-0.35353124,80.437386
79.73591,0.90872264,-109.31133,-0.858458,156.10222
95.7602,-1.047855,135.43785,-4.3738585,93.015045
-26.745468,-0.4405383,-30.823559,25.222862,-101.75954
-5.6989083,-0.37503982,100.543655,24.87787,-122.289215
-330.18137,0.40095234,-143.39671,52.061268,66.25329
118.2261,-0.9176242,241.96466,-15.468803,-58.04359
-36.96208,0.3564975,195.71516,-26.807743,93.60454
176.11624,1.953795,55.734203,-11.478001,17.54474
-31.838352,-1.4739686,285.18832,19.34259,-59.065605
104.25673,0.5066261,243.64336,-7.6862507,-123.244415
27.277285,0.07087407,75.76915,17.99928,264.56714
219.77809,-0.36443898,293.15417,14.601196,86.67618
91.6187,-0.3819653,51.8496,10.90562,111.44987
227.0138,-0.5020868,84.73664,-22.631195,204.54323
147.6121,-0.40692762,162.56116,13.040392,-216.72136
-20.701965,-0.5246508,-156.81369,16.46151,179.18129
-152.88202,0.62430465,-65.78455,26.198769,93.152954
-12.47194,-0.04380409,52.41441,16.941225,-46.636677
110.2093,-0.08037361,-68.661964,25.677588,3.2549326
311.9838,0.98174495,25.779116,-13.283172,103.57593
-147.10811,1.7199671,-193.77719,9.253062,57.105164
276.33957,2.869304,79.593155,15.292225,-61.902542
-29.528606,-0.15658976,128.41275,7.5713415,-22.06667
142.01799,-0.051337667,202.40594,3.6641576,31.46939
84.03911,0.16269544,186.67902,13.710998,163.08992
-7.8918414,0.36743724,-59.128513,5.8849826,118.00655
170.00508,-0.36020032,195.8698,-3.0312557,91.06569
-182.83849,-0.46258453,136.10762,20.30983,136.88135
169.3898,0.09401653,-9.593247,29.374304,-3.8406868
-238.63374,0.342856,-2.5003126,6.9946895,149.99846
-55.917953,1.4398332,292.68982,31.76895,1.4791344
37.06725,-1.0304625,154.06123,5.2512584,115.35974
-129.7161,0.48060992,-5.7893405,-14.8253975,-53.30953
93.39966,0.7928351,30.325346,5.71539,202.92421
268.97253,-0.8817593,-76.2795,-12.00879,164.77727
221.4633,0.024957059,381.9304,-1.8108335,88.82457
46.49034,-0.33177444,155.05196,4.6030874,14.272084
-293.38803,0.3623277,387.36942,9.146999,-6.312563
-137.47668,-1.1835098,95.56752,9.309511,223.21991
229.15173,1.1455883,-42.697414,8.817695,-38.035973
80.07132,0.87224233,90.80475,5.0562325,190.79424
21.3171,0.45719966,23.719631,-12.907002,98.802025
-246.37373,-0.058337238,187.18987,14.142348,27.386103
149.4845,-0.024192156,235.69038,8.9313545,95.10722
-323.12927,0.879496,-190.14359,4.8723583,61.014477
-198.76646,-0.5442467,322.51263,2.2701435,8.546172
115.82481,-1.9573796,149.79147,19.390184,-57.18223
-28.4592,0.8387144,126.19063,-9.587366,28.965946
-56.8583,0.39165792,-71.126976,-17.887514,15.847959
219.41428,0.07807511,-33.0525,16.411114,110.89334
309.3053,-0.31268445,119.34093,21.568855,1.2742276
-58.87065,1.1090114,271.59448,-3.0534866,-228.87656
159.1994,-0.8594365,64.9985,15.736048,269.0363
50.200386,0.14671853,17.56085,-4.8292646,-132.18983
83.159676,1.7388237,44.772507,21.729383,-199.04625
375.12265,2.6175797,-4.11672,31.858929,-130.88708
-40.90609,0.092462495,225.72726,3.5598993,-59.381874
150.6193,0.935645,49.97511,-5.717493,212.29008
139.30205,1.1969247,55.23977,9.956368,123.153496
104.195404,0.39300862,132.58524,21.3701,156.7007
22.106936,0.38264185,165.731,13.847874,64.67374
26.559896,0.6269065,-1.0512118,-6.484707,81.98193
84.828705,0.23181614,-14.737319,-14.597438,182.21144
-68.425,0.9662252,274.37936,4.2283826,202.10529
-110.329346,2.3098536,-190.58476,-23.28737,-20.12502
251.85149,-1.2031277,220.60304,-21.466227,-99.17869
197.12265,-0.43815976,-36.768078,17.117771,57.049606
-8.688547,0.22813226,23.226858,26.881466,-215.39307
52.199314,-0.90366817,46.785133,-33.70851,23.219769
-3.9229968,2.2103884,-2.518435,13.908175,32.78875
-135.05394,1.0461913,-74.506,24.996454,-48.57199
180.67284,-1.4997655,102.029564,-2.5309691,35.50905
88.94859,1.1067914,26.555882,18.997553,195.1884
-29.263784,0.97458506,68.961716,16.95625,-321.2919
-3.8881702,-0.011561797,-11.890902,14.65419,26.672832
181.90353,0.6817025,38.35482,-14.457003,135.8112
-112.4453,0.6978533,33.556763,14.859644,182.02509
-60.0972,0.7838237,307.688,-14.735504,39.719467
-265.0405,0.62036556,233.53769,33.236202,94.19559
230.7885,2.2110689,-18.966581,22.61081,23.124294
261.65894,-1.5500777,-121.60174,3.4602413,-41.70815
263.27502,-0.7452613,-104.38166,23.584253,98.31731
-139.24826,0.2804226,-11.727194,0.59385586,237.00687
177.8075,1.4400055,-140.677,8.239772,194.33453
283.9514,-0.18458678,80.620476,8.475433,252.88268
416.59146,0.34845382,20.293993,1.4913363,-132.95798
-78.1419,-0.1876825,-84.515205,-11.924726,-56.43292
234.0494,-0.46742648,121.50295,6.2586775,84.4146
24.656591,-0.34257534,140.17102,7.919434,-49.60937
379.4986,0.566714,-30.359938,11.287818,-9.246789
251.71806,0.12040697,-4.3501587,4.324016,-21.776634
-98.47644,1.2911595,-119.04105,33.56092,195.72142
35.76365,0.9483918,249.72865,-14.262351,76.32802
80.86138,0.3835437,-28.19474,-7.3356657,24.673737
-56.012978,-0.62086815,93.718956,-21.06393,173.93869
208.94824,1.4883237,-101.612045,-10.287672,-18.972145
-13.479322,1.0467151,119.28277,7.2233024,-114.51055
-138.44617,0.05729547,-42.782593,-5.6596704,-31.983536
250.18788,0.09363544,271.44678,-3.429966,29.940746
296.987,0.84104705,12.1023245,-7.7462463,145.28247
306.8888,1.2699586,34.92929,-10.759647,40.37435
-138.07898,1.8058735,-132.97896,5.998785,113.22112
-73.07774,1.2019995,-21.79011,-0.43756217,129.74687
47.46862,0.32125458,-196.05759,8.354274,97.81847
97.05886,-0.47059277,-284.5865,-10.693869,79.887726
18.773848,-2.5294018,224.38495,-7.9006844,-69.23992
-151.02977,0.8233468,62.04262,-14.1218605,-24.5549
-79.05303,-0.9951157,-56.236065,33.460255,-98.93232
82.95454,-0.924627,166.60497,14.177887,-52.356335
110.42651,1.5285654,-269.31592,-7.8588457,146.4913
53.877792,1.7256694,145.33849,-21.536615,70.29646
67.7821,1.1302513,285.09375,-41.604713,-9.731653
156.01163,-2.1560383,76.536934,-31.382904,64.31392
94.45839,0.7988238,104.312004,-4.6214266,-98.49617
2.2098927,0.6284292,-158.48355,8.3385315,210.04674
-33.950314,1.0690305,-55.66348,-28.566154,-34.72131
-203.89322,1.0993181,41.188198,20.953829,54.926052
-76.92856,0.76579547,58.27311,-1.3135467,75.47374
24.82467,0.6516481,-182.80481,23.710503,101.05512
206.35191,0.5747963,244.86966,3.63865,285.2208
-105.56473,-1.0498127,-13.833831,24.077696,197.52464
-24.493996,-0.6495473,96.87691,-5.9052916,132.08192
-29.028196,2.246676,31.493975,21.905748,333.36893
-70.57341,0.07523216,223.1309,-3.619404,-76.9265
408.5818,0.038448084,-31.176838,-11.318043,-7.245043
-0.12201552,-0.62178296,273.83224,2.582703,69.323296
24.855644,-1.5767081,151.75317,23.292229,64.13989
195.04054,0.8142743,188.99667,-6.6127048,-276.8677
-264.6929,1.6168038,170.89267,6.005054,64.301506
-2.9490018,0.47023037,114.60033,-17.102573,-108.58979
44.21987,2.6218712,181.56604,10.042443,236.79587
-126.14961,-1.2227343,186.70032,-0.6388128,311.39258
-1.9928982,-0.829503,96.82143,-9.239093,-14.493868
-136.11557,-0.30640182,91.04222,15.071325,33.60696
118.150375,-0.32758453,-58.68612,-38.42829,-245.8574
83.082245,0.14134789,39.27819,-20.116121,162.41313
43.12746,-0.96222216,152.2802,11.45499,-163.00584
-252.84447,0.7571143,286.99442,34.8306,147.66623
56.267048,1.4299775,-45.002926,-11.843963,17.235998
209.59439,-0.084686756,181.18947,8.093483,-0.44075876
-136.913,-0.05851631,49.824562,6.2501903,193.45927
-61.914677,-1.0627897,99.11043,20.022072,-133.19513
-114.73926,0.94326276,321.8606,-0.5772096,131.92262
-36.268124,1.4176774,159.90515,6.837758,10.329213
114.732735,0.1513073,-45.457706,-30.219254,118.87055
102.7386,-0.862753,106.02917,4.3679175,42.868347
-85.19902,0.8012617,-25.645206,11.449791,161.81615
-132.99182,0.5650245,66.45141,-23.25896,-119.290955
137.87221,1.046377,110.85665,-4.21642,245.87541
-263.95547,0.37697756,152.86078,18.437025,-136.65094
184.72467,0.4577436,-43.935375,-9.455902,-113.09477
44.847816,1.9243062,216.6009,11.931504,45.202873
-68.098564,0.7791216,64.96957,29.357264,72.720276
247.31491,-0.65756035,-304.44104,-1.0104382,85.80967
-66.50215,1.5373361,-29.993082,-18.30856,-34.079556
-43.497627,1.9793545,22.743406,-3.1674724,-83.42313
61.16663,0.51533127,47.216988,-13.490457,-63.01543
56.724426,1.339398,166.68504,3.413726,105.03473
40.68681,-2.4598277,156.04474,-19.84846,234.63965
100.382996,-0.2643369,241.53275,25.454735,59.28598
202.91467,-0.79025984,6.1181345,8.2164755,-208.14474
125.181015,0.38181838,-117.290016,32.40361,14.4612665
56.54781,-2.5023646,67.638336,18.564716,32.401382
144.43517,1.2602731,-34.290707,66.98902,65.135345
5.170892,1.5028479,24.18213,5.3023005,74.48461
124.90711,1.8564392,56.45313,-8.628382,-70.78823
12.039742,-0.5683456,-32.766308,24.400478,43.476273
368.00327,0.0031322956,138.3572,-10.458523,-137.50102
154.9572,0.5429735,-175.30171,39.564693,-16.415339
-84.85289,0.062410407,159.97029,-10.87345,322.93405
-200.37573,-0.6406074,-165.77919,-29.845072,-150.59697
-185.16539,1.3856462,52.40034,11.735884,-28.492584
-8.247167,1.6952189,57.52502,54.089527,7.4130077
127.197,0.4226934,-23.718966,2.2112203,100.35624
189.77222,0.50597733,192.60376,8.408546,39.982563
-46.41151,-0.73499316,43.155346,-12.0930395,-124.232185
219.17804,1.2753824,39.281174,4.8674254,164.07332
-2.0683799,1.26423,-71.451225,16.01708,104.59656
327.26587,0.23803839,110.801254,-0.9765279,11.013984
235.14375,-1.3170162,-35.05793,-3.1680205,73.66711
-72.46126,-0.087179475,113.36533,11.602304,-55.731083
-149.0528,1.850319,-31.536324,12.152618,-65.133896
130.7657,0.8814257,-65.08623,0.29012874,51.611267
-236.61543,-2.5038695,106.28966,3.7040899,-18.244278
139.76086,-0.36534098,5.3476133,-3.5325918,165.20316
13.9633665,1.3895707,62.30116,15.3867035,-164.1396
245.32571,1.7823154,275.12692,39.624004,-85.89205
174.64293,2.1990118,-209.30212,-13.180311,224.57957
35.443363,-0.3971993,153.00545,29.33135,21.462507
181.33833,1.4058756,168.90453,3.4619277,-85.44855
29.681057,-0.6166033,-27.577356,11.179726,65.62799
152.3536,2.2428827,-2.2352402,43.202404,77.38906
155.94473,2.2578356,46.148518,20.47907,143.3909
119.47757,-0.12795034,-35.62709,-16.908998,168.33208
-105.20696,0.74262035,94.19188,37.189857,88.41466
-122.398544,0.9314603,196.4308,21.856546,161.9238
280.26297,1.2741574,-53.24037,-4.4041424,-55.55976
131.74785,0.51513284,183.6596,18.799612,161.35645
137.82985,2.2329664,-62.2927,21.819675,227.77945
183.46683,1.3702161,282.2967,12.971898,65.75692
8.797387,0.48201063,21.627056,-9.784248,-13.255373
7.452061,0.797851,174.39526,4.906058,-70.41137
148.90718,0.8797085,111.60494,24.774391,288.22855
66.241165,-0.64144135,-10.18338,17.43858,-59.498226
-92.72741,-0.11325215,-12.028557,12.842638,-6.8999224
116.799835,-0.604771,-41.35307,-18.101254,-24.558699
225.34727,1.2037064,-167.90944,21.366917,141.81042
47.475365,0.6164881,-78.59911,-6.713898,-3.8605223
216.1286,1.221344,154.3042,14.137506,-52.45774
150.14668,1.1299257,-74.48093,23.969578,139.78636
53.122192,-0.3606854,102.83611,-24.601736,176.04776
42.78664,1.3650254,12.372229,-27.234335,118.76735
366.985,2.2527728,252.77483,-18.315094,177.23093
-84.26842,0.21446398,-46.056976,-22.50524,-32.374256
9.618478,1.5746034,-117.23135,22.42061,-24.881039
-1.9544399,-0.8609384,-14.744165,27.60424,-3.7628903
50.715286,1.6317619,134.63411,37.071407,52.108994
108.84371,2.5991817,-105.83521,4.4757843,36.446823
46.982548,3.100471,-43.330086,42.032314,329.7273
521.2035,-1.1689808,46.254654,14.74163,-104.90579
369.534,-0.17635351,154.07344,17.874313,91.2413
183.41142,-0.98862845,208.27904,12.702569,83.81816
-145.45921,-0.1927173,12.149231,-14.616782,-50.122097
145.07509,0.9054288,-9.806861,29.977024,316.71118
327.13467,0.7174927,-158.83694,23.115396,65.36581
-18.58283,1.118688,15.7654295,29.094137,14.069899
194.26834,1.0536366,-73.75982,-0.8562362,214.29799
63.66612,-0.45356035,170.52403,-4.441075,28.36351
-102.321945,0.011950286,268.88882,7.3500147,-86.79068
96.45908,0.59229624,-151.16792,46.89832,129.29683
-26.730162,-0.12437339,-165.10536,2.2051737,76.82864
-166.87637,0.27858627,-55.629765,9.02846,210.02736
-109.932976,0.30049613,-44.654415,1.6727556,55.43117
356.20413,0.7830495,-167.24599,13.763388,50.946434
17.291716,0.645887,126.028145,19.297909,252.99448
25.988537,-1.3539041,19.862202,11.136324,-155.57347
22.353632,0.6253108,40.335457,-11.746988,-40.935074
-277.74365,1.7407622,-205.42604,27.214901,-4.530644
326.67267,-0.21464136,82.46535,0.8824244,18.836613
-90.689316,1.6879206,86.37658,39.299538,60.852867
-30.020725,-0.026882246,206.63422,17.235258,206.06421
-171.41205,1.2225797,208.6875,-4.5683885,42.22155
-167.63261,-0.28733715,-127.0007,22.255482,-3.4388006
233.95139,-1.4581519,128.81805,-1.2336149,93.143974
190.22014,1.6452812,32.0927,28.700893,59.294056
137.43996,1.1593051,144.11478,2.0808527,-25.023817
-45.324566,0.694431,4.690485,19.969997,-138.34203
292.1948,0.45247725,201.90088,-22.549725,52.02618
38.428253,0.092581086,-84.09777,-1.390501,-88.25548
-270.15662,-1.1088457,40.21994,-29.89834,9.1015415
182.35857,-1.6441169,-128.61208,19.546762,-66.50397
231.72932,0.078479566,45.02738,23.623613,-123.30037
330.2056,0.5190222,81.197655,23.601913,117.1165
-114.15297,-0.16069119,92.5813,-6.7044754,92.03501
3.0055368,-0.0556201,-59.050377,19.858389,37.52912
-72.92486,0.8064423,-96.34675,-8.426534,-4.1136785
41.335545,1.1082505,45.35709,15.961066,311.53003
-45.2799,2.0308638,121.51678,8.178691,152.99406
82.61359,1.0798558,23.741405,14.248745,171.16762
30.485662,0.37133798,83.896286,-8.253759,-65.655075
220.55408,0.5063107,123.92494,30.318302,-29.558804
-6.7500997,0.6122292,-13.616507,12.328943,55.645744
78.17738,0.5085198,23.095953,-2.853714,92.191246
5.2112246,-2.07919,1.511942,-6.2089124,2.6036925
-94.119934,1.399058,13.032754,16.580921,107.32107
-298.60263,1.2012702,-31.338457,-8.968352,76.80798
46.6252,1.346131,90.152084,30.365181,116.61984
-22.52461,2.0598533,303.83102,29.193697,-14.558199
-138.86253,-1.4231215,162.25267,-0.8481476,-104.75987
133.01964,1.519792,103.908615,21.848848,-37.285126
159.75142,-0.57398254,143.26698,5.8022013,10.172553
155.15736,1.3886892,-43.214947,28.679583,-17.43426
-213.41125,0.02345036,228.23563,62.628105,0.56196046
-142.25385,0.0050498554,27.218021,21.491884,48.130768
-174.57944,0.78872484,-0.58658534,-3.178828,79.035866
-12.768049,1.0881087,22.667974,24.203754,148.44606
33.101646,-0.004814047,-119.198,25.909988,-55.554913
64.642395,0.36356297,6.013711,-1.578574,141.44649
60.882896,-0.9043214,52.207645,13.490628,161.60745
-87.41702,0.046950724,92.89252,-9.388224,28.61184
-264.0958,-0.82172745,-42.791954,-16.764303,111.677025
185.63861,1.0463666,97.57052,44.316753,-54.294804
151.05554,0.6505997,32.808655,1.9454871,31.17738
-158.23503,-0.06784255,207.57048,8.886989,-121.06678
16.819857,-0.53501856,73.591095,11.934774,-30.313387
-192.85243,-0.12585846,93.490974,-10.5827465,310.74405
311.80054,1.0826168,169.61719,12.102699,89.29209
186.16649,-1.77391,-176.48418,3.5570004,91.59953
-107.844696,0.28156543,-57.1937,20.312561,111.757545
-111.19172,0.30263966,127.062584,-33.993694,-15.297702
-108.345955,-0.49500066,-6.53171,27.004562,-157.45697
46.86597,-1.4266115,-6.553426,42.50722,-109.2847
53.678925,0.20155372,-47.94401,-16.956068,21.50499
232.98228,1.2571275,87.299545,13.543446,260.95438
-172.27684,-1.4930413,-129.50275,8.371618,25.193192
366.24008,-1.7335074,186.46854,31.432465,82.42617
309.4881,-2.0808198,230.44249,34.55882,-6.889113
-134.18349,-0.00073472876,85.88563,-13.424583,283.65674
299.64648,0.273234,120.309525,11.2091465,29.013916
105.422585,0.6513349,-52.987415,-13.886384,107.03719
144.57552,0.8157955,170.83112,44.4862,127.207886
-199.09557,-0.7338702,-59.797417,-3.464916,78.42252
137.36372,0.6108507,-292.24588,-0.24658442,5.8917418
-71.55192,2.029587,154.40703,17.06059,161.19666
130.97629,1.158872,-146.49835,-9.241916,90.19543
141.55711,1.0872123,472.6836,-7.8247476,6.4710207
-102.40179,0.7670963,151.36339,-16.516123,72.31073
-116.53407,-2.1143708,93.67268,7.758648,99.97296
-341.5498,0.6925659,102.82892,2.0001676,-143.09721
119.7622,1.2671124,134.12856,9.150936,-4.3721805
-305.39597,1.684485,122.10496,21.259617,65.27169
-83.88614,0.3022753,127.592026,29.941607,158.73479
189.81013,-0.3318265,-109.28374,9.51185,-22.620506
261.7017,1.4639412,115.29929,-14.052204,-171.02092
-21.072247,0.61614406,235.81822,12.86891,-175.95152
